Name,Vmag,RA_deg,Dec_deg,SpType,Parallax_arcsec,Distance_ly,Constellation
 19Bet Ori,0.12,78.634583,-8.201667,  B8Ia:             ,0.013,250.8892308,Ori
 16    Aur,4.54,79.544583,33.371667,  K2.5IIIbFe-1      ,0.014,232.9685714,Aur
 15Lam Aur,4.71,79.785417,40.099167,  G1.5IV-VFe-1      ,0.066,49.41757576,Aur
 20Tau Ori,3.6,79.401667,-6.844444,  B5III             ,0.006,543.5933333,Ori
109    Tau,4.94,79.819167,22.096389,  G8III             ,0.01,326.156,Tau
   Omi Col,4.83,79.37125,-34.895278,  K0IV              ,0.018,181.1977778,Col
   The Dor,4.83,78.439167,-67.185278,  K2.5IIIa          ,-0.006,,Dor
  6Lam Lep,4.29,79.89375,-13.176667,  B0.5IV            ,0,,Lep
          ,4.71,80.112083,-21.239444,  A0V               ,0.002,1630.78,
 22    Ori,4.73,80.440417,-0.3825,  B2IV-V            ,,,Ori
 23    Ori,5,80.708333,3.544444,  B1V               ,,,Ori
 21Sig Aur,4.99,81.163333,37.385556,  K4III             ,0.003,1087.186667,Aur
111    Tau,4.99,81.105833,17.383333,  F8V               ,0.067,48.68,Tau
 29    Ori,4.14,80.986667,-7.808056,  G8IIIFe-0.5       ,0.011,296.5054545,Ori
 28Eta Ori,3.36,81.119167,-2.396944,  B1V+B2e           ,0.007,465.9371429,Ori
 25Psi1Ori,4.95,81.186667,1.846389,  B1Vpe             ,,,25Psi1Ori
 24Gam Ori,1.64,81.282917,6.349722,  B2III             ,0.029,112.4675862,Ori
112Bet Tau,1.65,81.572917,28.6075,  B7III             ,0.028,116.4842857,Tau
114    Tau,4.88,81.90875,21.936944,  B2.5IV            ,,,Tau
 30Psi2Ori,4.59,81.709167,3.095556,  B2IV              ,-0.016,,30Psi2Ori
  9Bet Lep,2.84,82.06125,-20.759444,  G5II              ,0.02,163.078,Lep
 31    Ori,4.71,82.433333,-1.092222,  K5III             ,0.006,543.5933333,Ori
 32    Ori,4.2,82.69625,5.948056,  B5V               ,0.005,652.312,Ori
 25Chi Aur,4.76,83.182083,32.191944,  B5Iab             ,,,Aur
119    Tau,4.38,83.053333,18.594444,  M2Iab-Ib          ,0.002,1630.78,Tau
 34Del Ori,2.23,83.001667,-0.299167,  O9.5II            ,0.014,232.9685714,Ori
 36Ups Ori,4.62,82.9825,-7.301389,  B0V               ,,,Ori
   Eps Col,3.87,82.802917,-35.470556,  K1IIIa            ,0.008,407.695,Col
 11Alp Lep,2.58,83.1825,-17.822222,  F0Ib              ,0.007,465.9371429,Lep
 37Phi1Ori,4.41,83.705,9.489444,  B0III             ,0,,37Phi1Ori
 39Lam Ori,3.54,83.784583,9.934167,  O8III((f))        ,0.007,465.9371429,Ori
          ,4.78,83.76125,-6.001944,  B0.5V             ,0.005,652.312,
 42    Ori,4.59,83.846667,-4.838333,  B1V               ,0.006,543.5933333,Ori
 44Iot Ori,2.77,83.858333,-5.91,  O9III             ,0.025,130.4624,Ori
 46Eps Ori,1.7,84.053333,-1.201944,  B0Ia              ,-0.002,,Ori
 40Phi2Ori,4.09,84.22625,9.290556,  K0IIIbFe-2        ,0.03,108.7186667,40Phi2Ori
123Zet Tau,3,84.41125,21.1425,  B4IIIpe           ,0.008,407.695,Tau
   Bet Dor,3.76,83.40625,-62.489722,  F6Ia              ,0.012,271.7966667,Dor
 48Sig Ori,3.81,84.686667,-2.6,  O9.5V             ,0.007,465.9371429,Ori
 47Ome Ori,4.57,84.79625,4.121389,  B3IIIe            ,,,Ori
 49    Ori,4.8,84.72125,-7.213056,  A4V               ,0.042,77.65619048,Ori
126    Tau,4.86,85.32375,16.533889,  B3IV              ,0.014,232.9685714,Tau
 50Zet Ori,2.05,85.189583,-1.942778,  O9.7Ib            ,0.024,135.8983333,Ori
 50Zet Ori,4.21,85.19,-1.942778,  B0III             ,0.024,135.8983333,Ori
          ,4.95,85.210833,-1.128889,  B2IV-V            ,,,
   Alp Col,2.64,84.912083,-34.074167,  B7IVe             ,0.001,3261.56,Col
 51    Ori,4.91,85.619167,1.474722,  K1III             ,0.015,217.4373333,Ori
 13Gam Lep,3.6,86.115833,-22.448333,  F6V               ,0.128,25.4809375,Lep
 29Tau Aur,4.52,87.29375,39.181111,  G8IIIFe-1         ,0.007,465.9371429,Aur
 14Zet Lep,3.55,86.73875,-14.821944,  A3Vn              ,0.049,66.56244898,Lep
132    Tau,4.86,87.254167,24.5675,  G8III             ,0.005,652.312,Tau
 53Kap Ori,2.06,86.939167,-9.669722,  B0.5Ia            ,0.015,217.4373333,Ori
134    Tau,4.91,87.387083,12.651111,  B9IV              ,,,Tau
 31Ups Aur,4.74,87.76,37.305556,  M0+III-IIIbFe-0.5 ,-0.002,,Aur
 32Nu  Aur,3.97,87.8725,39.148611,  G9.5III*          ,0.017,191.8564706,Aur
   Del Dor,4.35,86.193333,-65.735556,  A7V               ,0.027,120.7985185,Dor
   Bet Pic,3.85,86.82125,-51.066389,  A5V               ,0.061,53.46819672,Pic
 30Xi  Aur,4.99,88.711667,55.706944,  A2V               ,0.012,271.7966667,Aur
136    Tau,4.58,88.331667,27.612222,  A0V               ,0.021,155.312381,Tau
 15Del Lep,3.81,87.830417,-20.879167,  K0IIIFe-1.5CH0.5  ,0.022,148.2527273,Lep
 56    Ori,4.78,88.11,1.855,  K1.5IIb           ,0.005,652.312,Ori
   Bet Col,3.12,87.74,-35.768333,  K2III             ,0.023,141.8069565,Col
   Gam Pic,4.51,87.457083,-56.166667,  K1III             ,0.018,181.1977778,Pic
 54Chi1Ori,4.41,88.595417,20.276111,  G0V               ,0.104,31.36115385,54Chi1Ori
   Lam Col,4.87,88.27875,-33.801389,  B5V               ,0.035,93.18742857,Col
 58Alp Ori,0.5,88.792917,7.406944,  M1-2Ia-Iab        ,0.005,652.312,Ori
 33Del Aur,3.72,89.881667,54.284722,  K0-III            ,0.022,148.2527273,Aur
139    Tau,4.82,89.49875,25.953889,  B0.5II            ,,,Tau
 16Eta Lep,3.71,89.10125,-14.167778,  F1III             ,0.066,49.41757576,Lep
   Xi  Col,4.97,88.874583,-37.120833,  K1III             ,-0.011,,Col
 34Bet Aur,1.9,89.882083,44.9475,  A2IV              ,0.041,79.5502439,Aur
 35Pi  Aur,4.26,89.98375,45.936944,  M3II              ,0.003,1087.186667,Aur
 37The Aur,2.62,89.930417,37.2125,  A0pSi             ,0.022,148.2527273,Aur
          ,4.65,88.525417,-63.09,  K1III-IV          ,0.048,67.94916667,
   Gam Col,4.36,89.384167,-35.283333,  B2.5IV            ,,,Col
          ,4.53,90.014167,-3.074167,  K1.5IIIFe-1.5     ,0.022,148.2527273,
   Eta Col,3.96,89.786667,-42.815278,  K0III             ,0.019,171.6610526,Col
 61Mu  Ori,4.12,90.595833,9.6475,  A2V               ,0.028,116.4842857,Ori
  3    Mon,4.95,90.46,-10.598056,  B5III             ,0.003,1087.186667,Mon
  1    Gem,4.16,91.03,23.263333,  G7III             ,0.031,105.2116129,Gem
 62Chi2Ori,4.63,90.98,20.138333,  B2Ia              ,0.025,130.4624,62Chi2Ori
 17    Lep,4.93,91.24625,-16.484444,  A2eShell          ,0.032,101.92375,Lep
 18The Lep,4.67,91.53875,-14.935278,  A1Vn              ,0.012,271.7966667,Lep
 67Nu  Ori,4.42,91.892917,14.768333,  B3V               ,-0.032,,Ori
 69    Ori,4.95,93.01375,16.130556,  B5Vn              ,,,Ori
 70Xi  Ori,4.48,92.985,14.208889,  B3IV              ,-0.001,,Ori
          ,4.8,94.711667,69.319722,  A0Vn              ,0.008,407.695,
   Del Pic,4.81,92.574583,-54.968611,  B3III+O9V         ,,,Pic
  1    Lyn,4.98,94.478333,61.515278,  M3IIIab           ,0.006,543.5933333,Lyn
  7Eta Gem,3.28,93.719167,22.506667,  M3III             ,0.014,232.9685714,Gem
 44Kap Aur,4.35,93.844583,29.498056,  G8.5IIIb          ,0.018,181.1977778,Aur
  5Gam Mon,3.98,93.71375,-6.274722,  K1.5IIIBa0.3      ,0.013,250.8892308,Mon
  2    Lyn,4.48,94.905833,59.010833,  A2V s             ,0.035,93.18742857,Lyn
   Kap Col,4.37,94.137917,-35.140556,  K0.5IIIa          ,0.025,130.4624,Col
          ,4.9,94.998333,-2.944444,  M1III             ,-0.001,,
  1Zet CMa,3.02,95.078333,-30.063333,  B2.5V             ,0.004,815.39,CMa
 13Mu  Gem,2.88,95.74,22.513611,  M3IIIab           ,0.02,163.078,Gem
 46Psi1Aur,4.91,96.224583,49.288056,  K5-M0Iab-Ib       ,0.007,465.9371429,46Psi1Aur
  2Bet CMa,1.98,95.675,-17.955833,  B1II-III          ,0.019,171.6610526,CMa
   Del Col,3.85,95.528333,-33.436389,  G7II              ,0.019,171.6610526,Col
  8Eps Mon,4.44,95.942083,4.592778,  A5IV              ,0.025,130.4624,Mon
   Alp Car,-0.72,95.987917,-52.695833,  F0II              ,0.028,116.4842857,Car
 18Nu  Gem,4.15,97.240833,20.212222,  B6IIIe            ,0.009,362.3955556,Gem
 11Bet Mon,4.6,97.204167,-7.032778,  B3Ve              ,0.021,155.312381,Mon
   Lam CMa,4.48,97.042083,-32.58,  B4V               ,0.013,250.8892308,CMa
 13    Mon,4.5,98.225833,7.333056,  A0Ib              ,0.007,465.9371429,Mon
  4Xi 1CMa,4.33,97.96375,-23.418333,  B0.5IV            ,,,1CMa
  5Xi 2CMa,4.54,98.764167,-22.964722,  A0V               ,0.025,130.4624,2CMa
 24Gam Gem,1.93,99.427917,16.399167,  A0IV              ,0.033,98.83515152,Gem
 50Psi2Aur,4.79,99.832917,42.488889,  K3III             ,0.004,815.39,50Psi2Aur
  7Nu 2CMa,3.95,99.170833,-19.255833,  K1III             ,0.058,56.2337931,2CMa
          ,4.39,98.744167,-52.975556,  A0II              ,,,
  8Nu 3CMa,4.43,99.4725,-18.2375,  K1-II-III         ,0.013,250.8892308,3CMa
          ,4.82,99.819583,-14.145833,  K2II              ,-0.003,,
   Nu  Pup,3.17,99.440417,-43.196111,  B8III             ,,,Pup
 15    Mon,4.66,100.244583,9.895556,  O7V((f))          ,-0.004,,Mon
          ,4.93,99.656667,-48.220278,  G8III             ,0.012,271.7966667,
 12    Lyn,4.87,101.55875,59.441667,  A3V               ,0.011,296.5054545,Lyn
 27Eps Gem,2.98,100.982917,25.131111,  G8Ib              ,0.017,191.8564706,Gem
 30    Gem,4.49,100.997083,13.227778,  K0IIICN1Ca1       ,0.007,465.9371429,Gem
 31Xi  Gem,3.36,101.3225,12.895556,  F5III             ,0.055,59.30109091,Gem
  9Alp CMa,-1.46,101.287083,-16.716111,  A1Vm              ,0.375,8.697493333,CMa
 17    Mon,4.77,101.8325,8.037222,  K4III             ,0.013,250.8892308,Mon
 18    Mon,4.47,101.965,2.412222,  K0+IIIaBa0.2      ,0.017,191.8564706,Mon
          ,4.55,105.016667,76.9775,  K4III             ,0.023,141.8069565,
 13Kap CMa,3.96,102.460417,-32.508611,  B1.5IVne          ,,,CMa
 34The Gem,3.6,103.197083,33.961111,  A3III             ,0.021,155.312381,Gem
          ,4.99,102.718333,-34.367222,  K5III             ,-0.013,,
   Alp Pic,3.27,102.0475,-61.941389,  A7IV              ,0.052,62.72230769,Pic
   Tau Pup,2.93,102.484167,-50.614722,  K1III             ,,,Pup
          ,4.4,102.46375,-53.622222,  G6II              ,0.025,130.4624,
 15    Lyn,4.35,104.31875,58.4225,  G5III-IV          ,0.014,232.9685714,Lyn
 38    Gem,4.65,103.66125,13.177778,  F0Vp              ,0.043,75.85023256,Gem
 15    CMa,4.83,103.387083,-20.224167,  B1IV              ,,,CMa
 14The CMa,4.07,103.5475,-12.038611,  K4III             ,0.022,148.2527273,CMa
 16Omi1CMa,3.87,103.532917,-24.183889,  K2+Iab            ,0.002,1630.78,16Omi1CMa
 16    Lyn,4.9,104.404583,45.094167,  A2Vn              ,0.006,543.5933333,Lyn
 19Pi  CMa,4.68,103.905833,-20.136389, gF2                ,0.034,95.92823529,CMa
 18Mu  CMa,5,104.0275,-14.043611,  G5III+A2          ,-0.002,,CMa
 20Iot CMa,4.37,104.034167,-17.054167,  B3II              ,0.005,652.312,CMa
          ,4.95,104.066667,-48.721111,  M1III             ,-0.003,,
 21Eps CMa,1.5,104.65625,-28.972222,  B2II              ,0.001,3261.56,CMa
 22Sig CMa,3.47,105.429583,-27.934722,  K7Ib              ,0.024,135.8983333,CMa
 19    Mon,4.99,105.728333,-4.239167,  B1V               ,,,Mon
 43Zet Gem,3.79,106.027083,20.570278,  F7-G3Ib           ,-0.006,,Gem
 24Omi2CMa,3.02,105.75625,-23.833333,  B3Iab             ,,,24Omi2CMa
 23Gam CMa,4.12,105.939583,-15.633333,  B8II              ,,,CMa
          ,4.93,105.97375,-49.583889,  A4IV              ,0.02,163.078,
 25Del CMa,1.84,107.097917,-26.393333,  F8Ia              ,-0.011,,CMa
 63    Aur,4.9,107.91375,39.320556,  K4III-IIIa        ,0.023,141.8069565,Aur
 46Tau Gem,4.41,107.785,30.245278,  K2-III            ,0.007,465.9371429,Gem
 20    Mon,4.92,107.557083,-4.237222,  K0III             ,0.03,108.7186667,Mon
          ,4.83,107.212917,-39.655833,  B2IV-V            ,,,
 22Del Mon,4.15,107.96625,-0.492778,  A2V               ,0.016,203.8475,Mon
 51    Gem,5,108.342917,16.158889,  M4IIIab           ,0.011,296.5054545,Gem
   Gam2Vol,3.78,107.187083,-70.498889,  K0III             ,0.016,203.8475,Gam2Vol
          ,4.49,108.14,-46.759444,  F0IV              ,0.048,67.94916667,
          ,4.96,112.768333,82.411389,  M4IIIa            ,0.001,3261.56,
 27    CMa,4.66,108.563333,-26.3525,  B3IIIe            ,,,CMa
          ,4.89,108.305833,-45.183056,  A0pSi             ,0.01,326.156,
 28Ome CMa,3.85,108.702917,-26.772778,  B2IV-Ve           ,,,CMa
          ,4.76,108.659167,-48.271667,  B8-9V             ,,,
 54Lam Gem,3.58,109.523333,16.540278,  A3V               ,0.047,69.39489362,Gem
          ,4.79,109.153333,-23.315556,  K3Ib-II           ,0.019,171.6610526,
          ,4.64,109.145833,-27.881111,  M3III             ,0.012,271.7966667,
   Pi  Pup,2.7,109.285833,-37.0975,  K3Ib              ,0.032,101.92375,Pup
 55Del Gem,3.53,110.030833,21.982222,  F2IV              ,0.061,53.46819672,Gem
 29    CMa,4.98,109.667917,-24.558889,  O7Ia:fp           ,,,CMa
 30Tau CMa,4.4,109.676667,-24.954167,  O9Ib              ,,,CMa
          ,4.66,109.576667,-36.734167,  B2V+B3IVne        ,,,
   Del Vol,3.98,109.2075,-67.957222,  F6II              ,0.004,815.39,Vol
          ,4.96,110.55625,-19.016667,  B7IV              ,,,
 21    Lyn,4.64,111.678333,49.211389,  A1V               ,0.012,271.7966667,Lyn
 60Iot Gem,3.79,111.431667,27.798056,  G9IIIbHdel -1     ,0.032,101.92375,Gem
 31Eta CMa,2.45,111.02375,-29.303056,  B5Ia              ,,,CMa
  2Eps CMi,4.99,111.412083,9.276111,  G6.5IIb           ,0.008,407.695,CMi
  3Bet CMi,2.9,111.7875,8.289444,  B8Ve              ,0.019,171.6610526,CMi
 62Rho Gem,4.18,112.277917,31.784444,  F0V               ,0.062,52.60580645,Gem
  4Gam CMi,4.32,112.040833,8.925556,  K3-IIIFe-0.5      ,0.019,171.6610526,CMi
  6    CMi,4.54,112.449167,12.006667,  K1+IIIBa0.4       ,0.029,112.4675862,CMi
          ,4.85,112.464167,-23.024444,  A5Ib              ,-0.003,,
   Sig Pup,3.25,112.3075,-43.301389,  K5III             ,0.02,163.078,Pup
          ,4.65,112.677083,-30.962222,  G3Ib              ,0.023,141.8069565,
 66Alp Gem,2.88,113.65,31.888611,  A2Vm              ,0.067,48.68,Gem
 66Alp Gem,1.98,113.65,31.888333,  A1V               ,0.067,48.68,Gem
          ,4.97,113.449583,-14.523889,  M2Iabpe+B2V       ,-0.003,,
 69Ups Gem,4.06,113.980417,26.895833,  M0III-IIIb        ,0.014,232.9685714,Gem
          ,4.45,113.513333,-22.296111,  F6IV              ,0.054,60.39925926,
          ,4.64,113.845,-28.369444,  B8V               ,,,
 71Omi Gem,4.9,114.79125,34.584167,  F3III             ,0.021,155.312381,Gem
          ,4.94,113.915417,-52.533889,  K3III             ,0.012,271.7966667,
          ,4.53,114.342083,-34.968611,  B8IV              ,,,
 10Alp CMi,0.38,114.825417,5.225,  F5IV-V            ,0.288,11.32486111,CMi
          ,4.7,114.575,-25.364722,  B8IV              ,,,
 24    Lyn,4.99,115.751667,58.710278,  A3IVn             ,0.018,181.1977778,Lyn
          ,4.5,114.705417,-26.801667,  B6V               ,0.01,326.156,
          ,4.62,114.7075,-26.803611,  B5IVn             ,0.01,326.156,
          ,4.94,115.096667,-15.263611,  K3II              ,0.005,652.312,
          ,4.84,114.864167,-38.308333,  B2.5V             ,,,
 26Alp Mon,3.93,115.311667,-9.551111,  K0III             ,0.024,135.8983333,Mon
 75Sig Gem,4.28,115.827917,28.883611,  K1III             ,0.018,181.1977778,Gem
 77Kap Gem,3.57,116.111667,24.398056,  G8IIIa            ,0.026,125.4446154,Gem
 78Bet Gem,1.14,116.32875,28.026111,  K0IIIb            ,0.094,34.69744681,Gem
  1    Pup,4.59,115.885,-28.411111,  K3Ib              ,0.018,181.1977778,Pup
  3    Pup,3.96,115.952083,-28.954722,  A2Iabe            ,,,Pup
 81    Gem,4.88,116.530833,18.51,  K4III-IIIb        ,0.014,232.9685714,Gem
          ,3.61,116.31375,-37.968611,  K2.5Ib-II         ,0.006,543.5933333,
   Zet Vol,3.95,115.455,-72.606111,  K0III             ,0.017,191.8564706,Vol
   Omi Pup,4.5,117.021667,-25.937222,  B0V:pe:           ,,,Pup
  7Xi  Pup,3.34,117.32375,-24.859722,  G6Iab-Ib          ,0.003,1087.186667,Pup
          ,4.71,117.084583,-47.077778,  K0III             ,0.006,543.5933333,
          ,4.11,117.309583,-46.373333,  B0III             ,,,
 83Phi Gem,4.97,118.374167,26.765833,  A3V               ,,,Gem
          ,3.73,118.054167,-40.575833,  K1-2II+A0         ,0.031,105.2116129,
          ,4.49,118.16125,-38.863056,  B2.5V             ,0.012,271.7966667,
          ,4.63,118.265417,-49.613056,  B1.5Vp            ,,,
          ,4.24,118.325833,-48.103056,  B0.5Ib            ,,,
 11    Pup,4.2,119.214583,-22.88,  F7II              ,0.023,141.8069565,Pup
          ,4.79,119.417083,-30.334722,  A2V               ,0.025,130.4624,
   Chi Car,3.47,119.194583,-52.982222,  B3IVp             ,0.004,815.39,Car
 27    Mon,4.93,119.93375,-3.679722,  K2III             ,0.008,407.695,Mon
          ,4.41,119.56,-49.245,  B1Vp+B3IV:        ,,,
          ,4.61,119.966667,-18.399167,  A2Vn              ,0.021,155.312381,
 28    Mon,4.68,120.305417,-1.3925,  K4III             ,0.009,362.3955556,Mon
          ,4.39,120.56625,2.334444,  K2III             ,0.024,135.8983333,
   Chi Gem,4.94,120.879583,27.794167,  K1.5III           ,0.016,203.8475,Gem
          ,4.82,120.083333,-63.5675,  B3V               ,,,
   Zet Pup,2.25,120.89625,-40.003333,  O5f               ,,,Pup
 27    Lyn,4.84,122.114167,51.506667,  A2V               ,-0.009,,Lyn
 15Rho Pup,2.81,121.885833,-24.304167,  F6IIpDel Del      ,0.035,93.18742857,Pup
 29Zet Mon,4.34,122.148333,-2.983889,  G2Ib              ,0.003,1087.186667,Mon
 16    Pup,4.4,122.256667,-19.245,  B5IV              ,,,Pup
   Gam1Vel,4.27,122.372083,-47.345833,  B1IV              ,,,Gam1Vel
   Gam2Vel,1.78,122.383333,-47.336667,  WC8+O9I           ,0.017,191.8564706,Gam2Vel
 19    Pup,4.72,122.817917,-12.926944,  G9III-IIIb        ,0.031,105.2116129,Pup
          ,4.76,122.252917,-61.3025,  F5V               ,0.055,59.30109091,
   Eps Vol,4.35,121.9825,-68.617222,  B6IV              ,,,Vol
          ,4.45,122.839583,-39.618611,  K3Ib              ,-0.006,,
          ,4.75,122.857917,-42.987222,  A5Ib              ,0.004,815.39,
 20    Pup,4.99,123.333333,-15.788333,  G5II              ,0.03,108.7186667,Pup
          ,4.78,123.373333,-35.899722,  B1.5IIIe          ,,,
          ,4.44,123.512083,-40.348056,  K1II-III          ,0.01,326.156,
 17Bet Cnc,3.52,124.12875,9.185556,  K4IIIBa0.5        ,0.012,271.7966667,Cnc
          ,4.45,124.63875,-36.659444,  A7III             ,0.057,57.22035088,
 31    Lyn,4.25,125.70875,43.188056,  K4.5III-IIIb      ,0.023,141.8069565,Lyn
          ,4.83,125.345833,-33.054444,  K2.5II-III        ,0.03,108.7186667,
          ,4.82,125.631667,-48.490278,  B1V               ,,,
   Eps Car,1.86,125.628333,-59.509722,  K3III+B2:V        ,,,Car
          ,3.9,126.415,-3.906389,  A0V               ,0.026,125.4446154,
   Alp Cha,4.07,124.631667,-76.919722,  F5III             ,0.053,61.53886792,Cha
  1Omi UMa,3.36,127.56625,60.718056,  G5III             ,0.009,362.3955556,UMa
   The Cha,4.35,125.160417,-77.484444,  K2IIICN0.5        ,0.036,90.59888889,Cha
   Bet Vol,3.77,126.434167,-66.136944,  K1III             ,0.042,77.65619048,Vol
          ,4.99,127.365,-44.725,  B2IV              ,0,,
  4Pi 2UMa,4.6,130.053333,64.327778,  K1+IIIb           ,0.016,203.8475,2UMa
  4Del Hya,4.16,129.414167,5.703611,  A1Vnn             ,0.033,98.83515152,Hya
          ,4.86,128.831667,-58.009167,  K0III             ,0.017,191.8564706,
  5Sig Hya,4.44,129.689167,3.341389,  K1+III            ,0.035,93.18742857,Hya
          ,4.14,129.41125,-42.989167,  A6II              ,0.018,181.1977778,
  6    Hya,4.98,130.00625,-12.475278,  K4III             ,0.023,141.8069565,Hya
   Zet Pyx,4.89,129.927083,-29.561111,  G4III             ,0.021,155.312381,Pyx
   Bet Pyx,3.97,130.025833,-35.308333,  G7Ib-II           ,0.018,181.1977778,Pyx
  9    Hya,4.88,130.430417,-15.943333,  G9.5III           ,0.032,101.92375,Hya
          ,3.84,130.156667,-46.648889,  F3Ia              ,0.031,105.2116129,
          ,3.62,130.073333,-52.921944,  B3IV              ,,,
 43Gam Cnc,4.66,130.82125,21.468611,  A1IV              ,0.016,203.8475,Cnc
          ,4.77,130.304583,-47.316944,  A5II              ,0,,
  7Eta Hya,4.3,130.80625,3.398611,  B3V               ,,,Hya
          ,4.33,130.154167,-59.761111,  B1.5III           ,,,
          ,4.62,130.918333,-7.233611,  G1Ib              ,0.007,465.9371429,
 47Del Cnc,3.94,131.17125,18.154167,  K0III-IIIb        ,0.025,130.4624,Cnc
          ,4.86,130.60625,-53.113889,  B3IV              ,,,
   Alp Pyx,3.68,130.897917,-33.186389,  B1.5III           ,,,Pyx
 48Iot Cnc,4.02,131.674167,28.76,  G7.5IIIaBa0.1     ,0.017,191.8564706,Cnc
          ,4.07,131.1,-42.649167,  G5III             ,0.051,63.95215686,
 11Eps Hya,3.38,131.694167,6.418889,  G5III             ,0.027,120.7985185,Hya
 12    Hya,4.32,131.59375,-13.547778,  G8-IIIFe-1        ,0.013,250.8892308,Hya
   Del Vel,1.96,131.175833,-54.708333,  A1V               ,0.051,63.95215686,Vel
          ,3.91,131.507083,-46.041667,  A1III             ,0.003,1087.186667,
 13Rho Hya,4.36,132.108333,5.837778,  A0Vn              ,0.014,232.9685714,Hya
          ,4.49,131.677083,-56.769722,  B3Vne             ,,,
   Gam Pyx,4.01,132.632917,-27.71,  K3-III            ,0.033,98.83515152,Pyx
          ,4.93,132.44875,-45.308056,  A2III             ,0.012,271.7966667,
 16Zet Hya,3.11,133.848333,5.945556,  G9II-III          ,0.035,93.18742857,Hya
   Del Pyx,4.89,133.88125,-27.681944,  A3IV              ,0.037,88.15027027,Pyx
  9Iot UMa,3.14,134.801667,48.041667,  A7IV              ,0.075,43.48746667,UMa
          ,3.84,133.761667,-60.644722,  B8-9II            ,,,
 65Alp Cnc,4.25,134.621667,11.857778,  A5m               ,0.024,135.8983333,Cnc
          ,4.69,134.080833,-52.723611,  B5V               ,0.02,163.078,
  8Rho UMa,4.76,135.63625,67.629722,  M3III-IIIbCa1     ,0.014,232.9685714,UMa
          ,3.97,135.16,41.782778,  F5V               ,0.07,46.59371429,
          ,4.92,134.243333,-59.229444,  B2IV-V            ,,,
          ,4.45,135.0225,-41.253889,  G8-K1III+A        ,0.03,108.7186667,
 12Kap UMa,3.6,135.90625,47.156667,  A1Vn              ,0.016,203.8475,UMa
          ,4.56,136.6325,38.452222,  G7Ib-II           ,0.021,155.312381,
 18Ome Hya,4.97,136.493333,5.092222,  K2II-III          ,0.011,296.5054545,Hya
          ,3.75,136.03875,-47.097778,  K2III             ,0.02,163.078,
   Alp Vol,4,135.611667,-66.396111,  A2-3IVm           ,0.051,63.95215686,Vol
 13Sig2UMa,4.8,137.596667,67.134722,  F6IV              ,0.056,58.24214286,13Sig2UMa
 15    UMa,4.48,137.217917,51.604722,  F0IVm vs          ,,,UMa
 14Tau UMa,4.67,137.729583,63.513611,  F3-4IIIm vs       ,,,UMa
   Kap Pyx,4.58,137.012083,-25.858333,  K4III             ,0.013,250.8892308,Pyx
   Lam Vel,2.21,136.999167,-43.4325,  K4.5Ib-II         ,0.022,148.2527273,Vel
          ,4.71,136.409583,-70.538889,  B2IVe             ,,,
          ,4.48,136.286667,-72.602778,  F9II              ,0.024,135.8983333,
          ,5,137.768333,-44.868056,  B5Ia              ,,,
          ,3.44,137.741667,-58.966944,  B2IV-V            ,,,
 18    UMa,4.83,139.047083,54.021944,  A5V               ,0.042,77.65619048,UMa
          ,3.97,137.819167,-62.317222,  B3III             ,,,
 22The Hya,3.88,138.59125,2.314167,  B9.5V             ,0.027,120.7985185,Hya
          ,4.94,138.902917,-38.57,  K0III             ,0.027,120.7985185,
          ,4.62,138.937917,-37.413333,  F5III             ,0.064,50.961875,
   Bet Car,1.68,138.3,-69.717222,  A2IV              ,0.021,155.312381,Car
 38    Lyn,3.82,139.71125,36.8025,  A3V               ,0.042,77.65619048,Lyn
          ,4.34,139.050833,-57.541389,  M1III             ,0.025,130.4624,
   Iot Car,2.25,139.2725,-59.275278,  A8Ib              ,0.017,191.8564706,Car
 40Alp Lyn,3.13,140.26375,34.3925,  K7IIIab           ,0.025,130.4624,Lyn
 26    Hya,4.79,139.943333,-11.975,  G8III             ,0.023,141.8069565,Hya
 27    Hya,4.8,140.120833,-9.555833,  G8III-IV+F5V      ,0.022,148.2527273,Hya
   The Pyx,4.72,140.373333,-25.965556,  M1III             ,0.01,326.156,Pyx
          ,4.81,140.236667,-62.404722,  G6III             ,0.017,191.8564706,
  1Kap Leo,4.46,141.16375,26.182222,  K2III             ,-0.003,,Leo
   Lam Pyx,4.69,140.80125,-28.833889,  G8.5IIICN-1.5*    ,0.038,85.83052632,Pyx
   Kap Vel,2.5,140.528333,-55.010833,  B2IV-V            ,0.013,250.8892308,Vel
 30Alp Hya,1.98,141.896667,-8.658611,  K3II-III          ,0.022,148.2527273,Hya
          ,4.69,141.826667,-22.343889,  K2.5III           ,0.03,108.7186667,
          ,4.29,144.271667,81.326389,  K3IIIa            ,0.017,191.8564706,
 23    UMa,3.67,142.882083,63.061944,  F0IV              ,0.041,79.5502439,UMa
 31Tau1Hya,4.6,142.287083,-2.768889,  F6V               ,0.072,45.29944444,31Tau1Hya
   Eps Ant,4.51,142.31125,-35.951389,  K3IIIa            ,0.005,652.312,Ant
 24    UMa,4.56,143.620417,69.830278,  G4III-IV          ,0.042,77.65619048,UMa
  4Lam Leo,4.31,142.93,22.968056,  K5III             ,0.02,163.078,Leo
 25The UMa,3.17,143.214167,51.677222,  F6IV              ,0.052,62.72230769,UMa
  5Xi  Leo,4.97,142.98625,11.299722,  K0-III-IIIb       ,0.028,116.4842857,Leo
